pickup_datetime,pickup_longitude,pickup_latitude,long,lat,,
6/13/2016 15:52,47.7443,-121.977,-73.977,41.00104,,
1/3/2016 16:59,47.3066,-122.371,-74.371,40.56334,,
2/26/2016 8:37,47.6194,-122.151,-74.151,40.87614,,
5/18/2016 21:50,47.6796,-122.301,-74.301,40.93634,,
4/10/2016 19:11,47.4041,-122.451,-74.451,40.66084,,
1/19/2016 23:19,47.4258,-122.322,-74.322,40.68254,,
5/7/2016 13:18,47.4934,-122.189,-74.189,40.75014,,
2/15/2016 9:25,47.6808,-122.384,-74.384,40.93754,,
4/13/2016 14:24,47.6989,-122.369,-74.369,40.95564,,
5/15/2016 9:42,47.6571,-122.281,-74.281,40.91384,,
4/19/2016 11:29,47.6597,-122.29,-74.29,40.91644,,
1/2/2016 15:41,47.3663,-122.114,-74.114,40.62304,,
4/22/2016 11:28,47.3663,-122.122,-74.122,40.62304,,
3/14/2016 15:04,47.588,-122.116,-74.116,40.84474,,
3/19/2016 17:41,47.5059,-122.149,-74.149,40.76264,,
2/29/2016 2:46,47.4336,-122.339,-74.339,40.69034,,
1/7/2016 17:01,47.4366,-122.335,-74.335,40.69334,,
5/13/2016 12:32,47.4428,-122.344,-74.344,40.69954,,
5/24/2016 12:16,47.6765,-122.32,-74.32,40.93324,,
4/10/2016 16:07,47.6113,-122.297,-74.297,40.86804,,
5/21/2016 17:38,47.5747,-122.304,-74.304,40.83144,,
2/29/2016 11:22,47.5815,-122.192,-74.192,40.83824,,
6/25/2016 22:05,47.3378,-122.257,-74.257,40.59454,,
3/18/2016 20:56,47.3621,-122.11,-74.11,40.61884,,
2/3/2016 16:22,47.6303,-122.215,-74.215,40.88704,,
6/7/2016 22:32,47.6525,-122.16,-74.16,40.90924,,
3/16/2016 20:13,47.7362,-122.179,-74.179,40.99294,,
2/20/2016 21:58,47.7168,-122.287,-74.287,40.97354,,
2/20/2016 18:57,47.3608,-122.036,-74.036,40.61754,,
3/24/2016 17:58,47.3511,-122.073,-74.073,40.60784,,
3/20/2016 23:16,47.5822,-121.987,-73.987,40.83894,,
5/16/2016 13:07,47.6034,-122.125,-74.125,40.86014,,
6/17/2016 17:32,47.5636,-122.394,-74.394,40.82034,,
3/23/2016 0:34,47.7073,-122.34,-74.34,40.96404,,
4/12/2016 21:29,47.342,-122.025,-74.025,40.59874,,
6/11/2016 12:52,47.3512,-122.008,-74.008,40.60794,,
2/25/2016 14:56,47.349,-122.031,-74.031,40.60574,,
1/7/2016 19:32,47.5474,-122.291,-74.291,40.80414,,
6/5/2016 18:43,47.4811,-122.149,-74.149,40.73784,,
6/13/2016 7:20,47.7264,-122.31,-74.31,40.98314,,
1/16/2016 21:22,47.6337,-122.365,-74.365,40.89044,,
4/6/2016 23:42,47.2909,-122.189,-74.189,40.54764,,
5/13/2016 20:46,47.5228,-122.199,-74.199,40.77954,,
1/28/2016 11:25,47.518,-122.194,-74.194,40.77474,,
6/24/2016 14:24,47.5394,-122.387,-74.387,40.79614,,
5/27/2016 16:17,47.2897,-122.372,-74.372,40.54644,,
5/22/2016 15:41,47.6506,-122.391,-74.391,40.90734,,
5/18/2016 19:15,47.322,-122.351,-74.351,40.57874,,
3/31/2016 11:33,47.687,-122.386,-74.386,40.94374,,
2/13/2016 13:12,47.687,-122.386,-74.386,40.94374,,
1/20/2016 19:21,47.5873,-122.249,-74.249,40.84404,,
6/2/2016 23:34,47.3576,-122.277,-74.277,40.61434,,
2/4/2016 13:22,47.3036,-122.378,-74.378,40.56034,,
3/30/2016 16:14,47.4109,-121.958,-73.958,40.66764,,
4/29/2016 10:40,47.4838,-121.714,-73.714,40.74054,,
6/1/2016 11:48,47.6415,-122.315,-74.315,40.89824,,
5/18/2016 21:09,47.6775,-122.372,-74.372,40.93424,,
2/19/2016 20:01,47.7731,-122.08,-74.08,41.02984,,
3/15/2016 21:03,47.5814,-122.196,-74.196,40.83814,,
6/6/2016 20:13,47.4375,-122.184,-74.184,40.69424,,
1/27/2016 8:07,47.4431,-122.133,-74.133,40.69984,,
4/9/2016 15:04,47.6878,-122.38,-74.38,40.94454,,
5/27/2016 11:10,47.3813,-122.322,-74.322,40.63804,,
5/10/2016 10:31,47.7304,-122.082,-74.082,40.98714,,
1/10/2016 8:45,47.6417,-122.109,-74.109,40.89844,,
2/18/2016 17:47,47.5386,-122.053,-74.053,40.79534,,
5/22/2016 17:34,47.6823,-122.349,-74.349,40.93904,,
3/12/2016 20:39,47.3624,-122.031,-74.031,40.61914,,
1/26/2016 23:40,47.5474,-122.295,-74.295,40.80414,,
1/30/2016 15:15,47.3183,-122.253,-74.253,40.57504,,
6/27/2016 0:31,47.6981,-122.368,-74.368,40.95484,,
5/2/2016 6:58,47.6824,-122.347,-74.347,40.93914,,
4/11/2016 14:18,47.5009,-122.248,-74.248,40.75764,,
1/21/2016 14:34,47.4965,-122.303,-74.303,40.75324,,
2/9/2016 15:54,47.587,-122.294,-74.294,40.84374,,
4/20/2016 20:29,47.7728,-122.386,-74.386,41.02954,,
1/18/2016 11:13,47.7288,-122.226,-74.226,40.98554,,
1/7/2016 23:24,47.6999,-122.364,-74.364,40.95664,,
6/10/2016 22:24,47.5299,-122.266,-74.266,40.78664,,
6/23/2016 22:17,47.6897,-122.098,-74.098,40.94644,,
2/7/2016 18:08,47.6141,-122.212,-74.212,40.87084,,
3/2/2016 20:15,47.5091,-122.244,-74.244,40.76584,,
2/24/2016 22:56,47.3129,-122.39,-74.39,40.56964,,
4/6/2016 12:14,47.6763,-122.352,-74.352,40.93304,,
6/17/2016 10:01,47.5319,-121.85,-73.85,40.78864,,
6/16/2016 20:31,47.2761,-122.152,-74.152,40.53284,,
3/30/2016 23:49,47.5343,-122.054,-74.054,40.79104,,
1/5/2016 17:58,47.697,-122.072,-74.072,40.95374,,
3/19/2016 19:51,47.5517,-121.998,-73.998,40.80844,,
1/22/2016 17:31,47.6734,-122.38,-74.38,40.93014,,
5/18/2016 19:08,47.3257,-122.296,-74.296,40.58244,,
5/25/2016 13:19,47.3309,-122.299,-74.299,40.58764,,
3/26/2016 13:07,47.7689,-122.266,-74.266,41.02564,,
1/19/2016 22:20,47.7135,-122.287,-74.287,40.97024,,
5/29/2016 0:15,47.6722,-122.381,-74.381,40.92894,,
2/10/2016 21:06,47.6338,-122.358,-74.358,40.89054,,
2/26/2016 20:59,47.5707,-122.128,-74.128,40.82744,,
3/9/2016 13:41,47.4563,-122.171,-74.171,40.71304,,
4/11/2016 10:44,47.7144,-122.351,-74.351,40.97114,,
2/9/2016 6:58,47.5495,-122.174,-74.174,40.80624,,
3/3/2016 22:01,47.7421,-122.026,-74.026,40.99884,,
3/26/2016 14:47,47.6354,-122.353,-74.353,40.89214,,
5/22/2016 18:06,47.5262,-121.943,-73.943,40.78294,,
5/28/2016 22:53,47.3887,-122.286,-74.286,40.64544,,
3/16/2016 5:42,47.6873,-122.336,-74.336,40.94404,,
5/28/2016 17:40,47.6838,-122.353,-74.353,40.94054,,
6/13/2016 13:22,47.655,-122.359,-74.359,40.91174,,
5/16/2016 15:02,47.3255,-122.304,-74.304,40.58224,,
1/9/2016 15:07,47.562,-122.162,-74.162,40.81874,,
5/26/2016 6:37,47.679,-122.3,-74.3,40.93574,,
5/22/2016 22:42,47.4479,-122.176,-74.176,40.70464,,
4/19/2016 9:27,47.525,-122.172,-74.172,40.78174,,
4/1/2016 7:55,47.3135,-122.369,-74.369,40.57024,,
2/1/2016 18:02,47.2086,-121.996,-73.996,40.46534,,
4/20/2016 7:33,47.4715,-122.118,-74.118,40.72824,,
4/12/2016 9:21,47.4877,-122.335,-74.335,40.74444,,
6/19/2016 18:39,47.7171,-122.193,-74.193,40.97384,,
3/17/2016 8:24,47.6012,-122.023,-74.023,40.85794,,
4/7/2016 8:44,47.7319,-122.224,-74.224,40.98864,,
1/1/2016 10:45,47.4582,-122.023,-74.023,40.71494,,
1/4/2016 16:32,47.7209,-122.168,-74.168,40.97764,,
6/9/2016 18:43,47.408,-122.327,-74.327,40.66474,,
4/19/2016 8:31,47.565,-122.125,-74.125,40.82174,,
6/10/2016 22:06,47.7028,-122.231,-74.231,40.95954,,
3/14/2016 4:24,47.7458,-122.331,-74.331,41.00254,,
4/6/2016 8:53,47.4776,-122.337,-74.337,40.73434,,
4/2/2016 14:46,47.3026,-122.374,-74.374,40.55934,,
4/6/2016 12:24,47.7658,-122.339,-74.339,41.02254,,
4/12/2016 20:22,47.6477,-122.182,-74.182,40.90444,,
2/10/2016 8:36,47.5619,-122.125,-74.125,40.81864,,
2/26/2016 16:10,47.6106,-122.31,-74.31,40.86734,,
1/14/2016 12:25,47.5868,-122.308,-74.308,40.84354,,
4/15/2016 11:58,47.6101,-122.307,-74.307,40.86684,,
2/7/2016 23:17,47.1976,-121.999,-73.999,40.45434,,
4/15/2016 14:41,47.7224,-122.358,-74.358,40.97914,,
6/19/2016 20:23,47.3505,-122.179,-74.179,40.60724,,
1/15/2016 19:25,47.5384,-122.376,-74.376,40.79514,,
2/18/2016 9:27,47.7044,-122.2,-74.2,40.96114,,
1/31/2016 13:52,47.3848,-122.039,-74.039,40.64154,,
1/7/2016 15:40,47.6993,-122.102,-74.102,40.95604,,
6/5/2016 3:02,47.6627,-122.188,-74.188,40.91944,,
5/31/2016 19:16,47.3099,-122.379,-74.379,40.56664,,
6/14/2016 21:16,47.62,-122.043,-74.043,40.87674,,
2/23/2016 13:28,47.65,-122.34,-74.34,40.90674,,
6/30/2016 21:35,47.6647,-122.153,-74.153,40.92144,,
2/15/2016 17:52,47.726,-122.191,-74.191,40.98274,,
4/7/2016 22:52,47.4616,-122.184,-74.184,40.71834,,
1/29/2016 11:23,47.5505,-122.219,-74.219,40.80724,,
6/1/2016 20:15,47.7606,-122.336,-74.336,41.01734,,
4/9/2016 9:09,47.7481,-122.3,-74.3,41.00484,,
1/3/2016 2:03,47.2779,-122.347,-74.347,40.53464,,
4/14/2016 8:31,47.5511,-122.312,-74.312,40.80784,,
1/16/2016 20:34,47.5488,-122.372,-74.372,40.80554,,
4/29/2016 14:18,47.5385,-121.911,-73.911,40.79524,,
3/29/2016 6:07,47.4058,-121.994,-73.994,40.66254,,
1/2/2016 1:16,47.5093,-122.184,-74.184,40.76604,,
2/5/2016 17:28,47.3777,-122.165,-74.165,40.63444,,
5/22/2016 13:08,47.675,-122.394,-74.394,40.93174,,
5/28/2016 21:31,47.3025,-122.37,-74.37,40.55924,,
3/6/2016 10:53,47.4787,-122.158,-74.158,40.73544,,
5/31/2016 19:53,47.5378,-122.219,-74.219,40.79454,,
5/17/2016 18:00,47.7073,-122.114,-74.114,40.96404,,
4/24/2016 9:09,47.5733,-122.381,-74.381,40.83004,,
4/1/2016 9:28,47.4604,-122.339,-74.339,40.71714,,
5/16/2016 13:05,47.7067,-122.343,-74.343,40.96344,,
2/15/2016 16:36,47.354,-122.047,-74.047,40.61074,,
1/1/2016 0:09,47.6647,-122.284,-74.284,40.92144,,
3/24/2016 18:27,47.6143,-122.017,-74.017,40.87104,,
1/4/2016 14:20,47.3185,-122.275,-74.275,40.57524,,
3/15/2016 9:44,47.5458,-122.268,-74.268,40.80254,,
6/15/2016 10:17,47.4889,-122.299,-74.299,40.74564,,
3/18/2016 7:48,47.5673,-122.21,-74.21,40.82404,,
4/26/2016 14:42,47.5133,-122.379,-74.379,40.77004,,
5/2/2016 18:29,47.5884,-122.291,-74.291,40.84514,,
4/12/2016 10:11,47.7145,-122.367,-74.367,40.97124,,
6/20/2016 21:05,47.5836,-122.026,-74.026,40.84034,,
5/8/2016 21:13,47.398,-122.299,-74.299,40.65474,,
1/14/2016 19:14,47.7663,-122.215,-74.215,41.02304,,
1/19/2016 8:00,47.3758,-122.217,-74.217,40.63254,,
3/22/2016 20:24,47.3828,-122.023,-74.023,40.63954,,
2/25/2016 15:30,47.5123,-122.373,-74.373,40.76904,,
2/13/2016 8:10,47.7076,-122.013,-74.013,40.96434,,
5/23/2016 20:42,47.2922,-122.371,-74.371,40.54894,,
3/8/2016 2:44,47.4075,-122.214,-74.214,40.66424,,
1/11/2016 6:21,47.6794,-122.034,-74.034,40.93614,,
6/26/2016 15:10,47.4497,-122.375,-74.375,40.70644,,
6/18/2016 0:41,47.5218,-122.164,-74.164,40.77854,,
1/3/2016 19:51,47.3103,-122.339,-74.339,40.56704,,
3/25/2016 0:22,47.5687,-121.899,-73.899,40.82544,,
4/25/2016 19:43,47.5575,-122.303,-74.303,40.81424,,
5/25/2016 13:45,47.6489,-122.183,-74.183,40.90564,,
4/10/2016 3:13,47.3459,-121.95,-73.95,40.60264,,
6/17/2016 8:54,47.6136,-122.303,-74.303,40.87034,,
6/25/2016 7:30,47.7641,-122.023,-74.023,41.02084,,
2/6/2016 16:02,47.3376,-122.324,-74.324,40.59434,,
6/14/2016 9:20,47.3173,-122.319,-74.319,40.57404,,
3/5/2016 10:23,47.5308,-122.376,-74.376,40.78754,,
6/8/2016 23:02,47.6727,-122.299,-74.299,40.92944,,
2/2/2016 18:28,47.3221,-122.216,-74.216,40.57884,,
4/1/2016 12:46,47.6779,-122.353,-74.353,40.93464,,
1/3/2016 3:33,47.3076,-122.395,-74.395,40.56434,,
2/29/2016 18:39,47.6338,-122.072,-74.072,40.89054,,
6/18/2016 6:53,47.5218,-122.357,-74.357,40.77854,,
4/11/2016 19:50,47.2785,-122.213,-74.213,40.53524,,
4/24/2016 19:25,47.6846,-122.345,-74.345,40.94134,,
2/20/2016 13:06,47.3656,-122.278,-74.278,40.62234,,
5/25/2016 6:40,47.4369,-122.111,-74.111,40.69364,,
2/26/2016 18:45,47.4616,-121.711,-73.711,40.71834,,
6/11/2016 14:22,47.5405,-122.27,-74.27,40.79724,,
5/19/2016 20:47,47.3507,-122.178,-74.178,40.60744,,
4/29/2016 4:28,47.6979,-122.32,-74.32,40.95464,,
5/31/2016 23:12,47.5278,-122.345,-74.345,40.78454,,
5/14/2016 3:27,47.4756,-122.147,-74.147,40.73234,,
6/4/2016 3:14,47.4437,-121.772,-73.772,40.70044,,
2/17/2016 17:39,47.7048,-122.109,-74.109,40.96154,,
4/25/2016 23:18,47.6362,-122.302,-74.302,40.89294,,
4/30/2016 7:44,47.4207,-122.29,-74.29,40.67744,,
3/10/2016 18:52,47.6154,-122.047,-74.047,40.87214,,
4/11/2016 17:41,47.5964,-122.299,-74.299,40.85314,,
1/25/2016 23:32,47.4683,-122.438,-74.438,40.72504,,
4/18/2016 18:27,47.4045,-122.171,-74.171,40.66124,,
4/23/2016 23:28,47.5544,-122.358,-74.358,40.81114,,
6/23/2016 7:16,47.6802,-122.29,-74.29,40.93694,,
4/25/2016 17:37,47.2988,-122.371,-74.371,40.55554,,
1/17/2016 3:24,47.6312,-122.223,-74.223,40.88794,,
3/24/2016 13:35,47.7285,-122.042,-74.042,40.98524,,
4/4/2016 9:21,47.7107,-122.352,-74.352,40.96744,,
2/24/2016 11:45,47.3271,-122.323,-74.323,40.58384,,
2/8/2016 18:24,47.5053,-122.255,-74.255,40.76204,,
6/21/2016 18:09,47.6601,-122.4,-74.4,40.91684,,
1/6/2016 15:23,47.4145,-122.166,-74.166,40.67124,,
4/1/2016 13:33,47.4672,-122.165,-74.165,40.72394,,
3/27/2016 11:55,47.7618,-122.261,-74.261,41.01854,,
4/8/2016 20:19,47.3828,-122.071,-74.071,40.63954,,
5/27/2016 17:58,47.5362,-122.268,-74.268,40.79294,,
4/23/2016 15:58,47.3954,-122.206,-74.206,40.65214,,
4/21/2016 12:32,47.5048,-122.272,-74.272,40.76154,,
6/16/2016 12:35,47.6166,-122.287,-74.287,40.87334,,
1/6/2016 13:39,47.6811,-122.025,-74.025,40.93784,,
2/25/2016 13:40,47.7486,-122.23,-74.23,41.00534,,
4/2/2016 15:35,47.3846,-122.169,-74.169,40.64134,,
2/13/2016 17:59,47.7564,-122.144,-74.144,41.01314,,
3/9/2016 17:11,47.7198,-122.193,-74.193,40.97654,,
5/21/2016 3:13,47.5461,-122.151,-74.151,40.80284,,
6/8/2016 5:51,47.5712,-122.143,-74.143,40.82794,,
5/1/2016 2:40,47.4281,-122.343,-74.343,40.68484,,
5/10/2016 18:07,47.7128,-122.223,-74.223,40.96954,,
3/6/2016 11:01,47.3341,-122.255,-74.255,40.59084,,
4/20/2016 19:14,47.5399,-122.181,-74.181,40.79664,,
5/19/2016 18:57,47.5717,-122.375,-74.375,40.82844,,
5/4/2016 18:04,47.5951,-122.017,-74.017,40.85184,,
2/11/2016 11:03,47.3536,-122.144,-74.144,40.61034,,
4/6/2016 0:52,47.5084,-122.154,-74.154,40.76514,,
3/18/2016 7:54,47.5586,-122.311,-74.311,40.81534,,
5/3/2016 8:28,47.4427,-122.274,-74.274,40.69944,,
3/1/2016 6:40,47.6053,-122.077,-74.077,40.86204,,
5/3/2016 4:40,47.3494,-122.301,-74.301,40.60614,,
2/3/2016 7:57,47.6933,-122.393,-74.393,40.95004,,
4/27/2016 9:05,47.3537,-122,-74,40.61044,,
6/3/2016 11:40,47.476,-122.337,-74.337,40.73274,,
6/17/2016 11:46,47.6239,-122.298,-74.298,40.88064,,
6/26/2016 11:17,47.7776,-122.384,-74.384,41.03434,,
3/29/2016 21:19,47.6459,-122.058,-74.058,40.90264,,
6/25/2016 13:48,47.6692,-122.297,-74.297,40.92594,,
6/20/2016 22:40,47.5376,-122.18,-74.18,40.79434,,
1/23/2016 8:46,47.601,-122.294,-74.294,40.85774,,
3/6/2016 17:44,47.529,-121.837,-73.837,40.78574,,
5/14/2016 14:02,47.6345,-122.367,-74.367,40.89124,,
4/2/2016 4:24,47.5503,-122.102,-74.102,40.80704,,
5/4/2016 11:02,47.5503,-122.102,-74.102,40.80704,,
4/2/2016 16:01,47.4441,-122.125,-74.125,40.70084,,
2/23/2016 9:19,47.7357,-122.333,-74.333,40.99244,,
3/21/2016 11:22,47.346,-122.157,-74.157,40.60274,,
3/24/2016 16:19,47.6638,-122.345,-74.345,40.92054,,
1/30/2016 22:42,47.48,-122.336,-74.336,40.73674,,
3/2/2016 7:02,47.6759,-122.151,-74.151,40.93264,,
2/15/2016 22:28,47.5162,-122.057,-74.057,40.77294,,
5/13/2016 2:21,47.2639,-122.252,-74.252,40.52064,,
6/27/2016 11:22,47.2929,-122.371,-74.371,40.54964,,
4/9/2016 22:33,47.4957,-122.352,-74.352,40.75244,,
6/11/2016 17:48,47.4957,-122.352,-74.352,40.75244,,
5/19/2016 10:44,47.7721,-122.093,-74.093,41.02884,,
5/21/2016 19:58,47.644,-122.319,-74.319,40.90074,,
2/15/2016 16:12,47.472,-122.344,-74.344,40.72874,,
1/9/2016 6:26,47.592,-122.166,-74.166,40.84874,,
2/25/2016 1:46,47.669,-122.275,-74.275,40.92574,,
6/30/2016 7:37,47.42,-122.323,-74.323,40.67674,,
2/7/2016 8:24,47.1913,-122.012,-74.012,40.44804,,
4/29/2016 20:21,47.6666,-122.331,-74.331,40.92334,,
6/30/2016 10:53,47.5639,-122.217,-74.217,40.82064,,
5/8/2016 2:57,47.3483,-122.052,-74.052,40.60504,,
2/6/2016 19:50,47.7648,-122.164,-74.164,41.02154,,
5/20/2016 14:04,47.6794,-122.357,-74.357,40.93614,,
2/17/2016 12:02,47.7535,-122.354,-74.354,41.01024,,
2/1/2016 8:41,47.4945,-122.22,-74.22,40.75124,,
4/29/2016 12:18,47.6945,-122.093,-74.093,40.95124,,
1/27/2016 6:45,47.5222,-122.157,-74.157,40.77894,,
2/21/2016 13:21,47.7222,-122.32,-74.32,40.97894,,
2/28/2016 19:47,47.3796,-122.49,-74.49,40.63634,,
1/6/2016 18:15,47.5374,-121.875,-73.875,40.79414,,
3/8/2016 8:33,47.4897,-122.24,-74.24,40.74644,,
1/18/2016 13:00,47.4897,-122.24,-74.24,40.74644,,
6/22/2016 9:47,47.4716,-122.078,-74.078,40.72834,,
6/20/2016 14:19,47.3581,-122.173,-74.173,40.61484,,
6/28/2016 7:17,47.7713,-122.307,-74.307,41.02804,,
4/24/2016 16:48,47.675,-121.854,-73.854,40.93174,,
2/17/2016 17:40,47.5603,-122.222,-74.222,40.81704,,
5/6/2016 10:37,47.4147,-122.337,-74.337,40.67144,,
5/13/2016 23:13,47.68,-122.353,-74.353,40.93674,,
6/30/2016 15:48,47.3117,-122.27,-74.27,40.56844,,
5/23/2016 0:09,47.543,-122.28,-74.28,40.79974,,
4/27/2016 11:52,47.3607,-122.034,-74.034,40.61744,,
2/20/2016 23:45,47.5759,-122.137,-74.137,40.83264,,
6/6/2016 13:43,47.6891,-122.159,-74.159,40.94584,,
2/22/2016 19:02,47.565,-122.381,-74.381,40.82174,,
4/20/2016 14:02,47.6359,-121.974,-73.974,40.89264,,
4/9/2016 23:41,47.4769,-122.141,-74.141,40.73364,,
1/22/2016 18:20,47.3845,-122.029,-74.029,40.64124,,
3/19/2016 18:18,47.6743,-122.184,-74.184,40.93104,,
5/7/2016 18:40,47.5651,-122.164,-74.164,40.82184,,
4/15/2016 20:11,47.4853,-121.709,-73.709,40.74204,,
6/19/2016 0:23,47.4508,-122.359,-74.359,40.70754,,
2/3/2016 0:14,47.6375,-122.016,-74.016,40.89424,,
6/10/2016 1:48,47.5944,-122.042,-74.042,40.85114,,
3/18/2016 10:42,47.4888,-122.182,-74.182,40.74554,,
3/20/2016 22:51,47.5112,-122.19,-74.19,40.76794,,
4/28/2016 13:22,47.7711,-122.341,-74.341,41.02784,,
2/2/2016 18:40,47.7711,-122.341,-74.341,41.02784,,
6/9/2016 6:54,47.2813,-122.345,-74.345,40.53804,,
3/14/2016 14:57,47.5038,-122.189,-74.189,40.76054,,
5/14/2016 5:31,47.5823,-121.97,-73.97,40.83904,,
1/5/2016 9:53,47.7164,-122.304,-74.304,40.97314,,
2/27/2016 19:09,47.3624,-122.045,-74.045,40.61914,,
6/17/2016 14:40,47.6831,-122.329,-74.329,40.93984,,
2/25/2016 2:35,47.592,-122.307,-74.307,40.84874,,
1/7/2016 15:26,47.7461,-122.195,-74.195,41.00284,,
6/23/2016 8:37,47.7268,-122.06,-74.06,40.98354,,
2/14/2016 10:40,47.7237,-121.959,-73.959,40.98044,,
2/4/2016 16:33,47.6283,-122.095,-74.095,40.88504,,
4/8/2016 15:26,47.5543,-122.148,-74.148,40.81104,,
2/3/2016 7:32,47.5483,-122.226,-74.226,40.80504,,
1/28/2016 15:31,47.7591,-122.146,-74.146,41.01584,,
6/16/2016 10:10,47.4612,-122.169,-74.169,40.71794,,
4/6/2016 1:26,47.4987,-122.365,-74.365,40.75544,,
4/26/2016 18:36,47.772,-122.358,-74.358,41.02874,,
5/16/2016 19:17,47.5287,-122.35,-74.35,40.78544,,
2/12/2016 9:44,47.6109,-122.114,-74.114,40.86764,,
2/6/2016 10:24,47.7736,-121.901,-73.901,41.03034,,
1/21/2016 15:29,47.6294,-122.218,-74.218,40.88614,,
2/1/2016 22:20,47.5634,-122.213,-74.213,40.82014,,
2/25/2016 21:24,47.7405,-122.241,-74.241,40.99724,,
2/6/2016 6:03,47.5976,-122.118,-74.118,40.85434,,
5/18/2016 13:54,47.5722,-122.129,-74.129,40.82894,,
4/30/2016 15:40,47.5644,-122.289,-74.289,40.82114,,
6/1/2016 20:48,47.4556,-122.157,-74.157,40.71234,,
6/11/2016 16:59,47.6055,-122.305,-74.305,40.86224,,
1/31/2016 10:43,47.1775,-122.022,-74.022,40.43424,,
1/2/2016 22:54,47.6879,-122.385,-74.385,40.94464,,
3/18/2016 8:22,47.4807,-121.779,-73.779,40.73744,,
2/14/2016 1:05,47.3845,-122.032,-74.032,40.64124,,
2/21/2016 19:20,47.5815,-122.402,-74.402,40.83824,,
6/14/2016 11:48,47.6609,-122.344,-74.344,40.91764,,
5/16/2016 23:15,47.3163,-122.188,-74.188,40.57304,,
3/21/2016 20:14,47.4309,-122.191,-74.191,40.68764,,
2/5/2016 14:56,47.401,-122.026,-74.026,40.65774,,
4/12/2016 11:42,47.404,-122.191,-74.191,40.66074,,
2/24/2016 20:21,47.3889,-122.482,-74.482,40.64564,,
4/23/2016 16:10,47.7718,-122.095,-74.095,41.02854,,
2/14/2016 20:58,47.7067,-122.2,-74.2,40.96344,,
5/18/2016 18:59,47.504,-122.227,-74.227,40.76074,,
1/6/2016 5:58,47.7015,-122.164,-74.164,40.95824,,
6/23/2016 19:41,47.5753,-121.95,-73.95,40.83204,,
6/8/2016 0:45,47.7448,-122.333,-74.333,41.00154,,
1/12/2016 18:55,47.7318,-121.982,-73.982,40.98854,,
1/28/2016 12:28,47.5954,-121.95,-73.95,40.85214,,
2/16/2016 16:52,47.6885,-122.337,-74.337,40.94524,,
4/13/2016 19:14,47.5724,-122.179,-74.179,40.82914,,
1/14/2016 9:24,47.5272,-122.169,-74.169,40.78394,,
