lat,long
47.5162,-122.057
47.2639,-122.252
47.2929,-122.371
47.4957,-122.352
47.4957,-122.352
47.7721,-122.093
47.644,-122.319
47.472,-122.344
47.592,-122.166
47.669,-122.275
47.42,-122.323
47.1913,-122.012
47.6666,-122.331
47.5639,-122.217
47.3483,-122.052
47.7648,-122.164
47.6794,-122.357
47.7535,-122.354
47.4945,-122.22
47.6945,-122.093
47.5222,-122.157
47.7222,-122.32
47.3796,-122.49
47.5374,-121.875
47.4897,-122.24
47.4897,-122.24
47.4716,-122.078
47.3581,-122.173
47.7713,-122.307
47.675,-121.854
47.5603,-122.222
47.4147,-122.337
47.68,-122.353
47.3117,-122.27
47.543,-122.28
47.3607,-122.034
47.5759,-122.137
47.6891,-122.159
47.565,-122.381
47.6359,-121.974
47.4769,-122.141
47.3845,-122.029
47.6743,-122.184
47.5651,-122.164
47.4853,-121.709
47.4508,-122.359
47.6375,-122.016
47.5944,-122.042
47.4888,-122.182
47.5112,-122.19
47.7711,-122.341
47.7711,-122.341
47.2813,-122.345
47.5038,-122.189
47.5823,-121.97
47.7164,-122.304
47.3624,-122.045
47.6831,-122.329
47.592,-122.307
47.7461,-122.195
47.7268,-122.06
47.7237,-121.959
47.6283,-122.095
47.5543,-122.148
47.5483,-122.226
47.7591,-122.146
47.4612,-122.169
47.4987,-122.365
47.772,-122.358
47.5287,-122.35
47.6109,-122.114
47.7736,-121.901
47.6294,-122.218
47.5634,-122.213
47.7405,-122.241
47.5976,-122.118
47.5722,-122.129
47.5644,-122.289
47.4556,-122.157
47.6055,-122.305
47.1775,-122.022
47.6879,-122.385
47.4807,-121.779
47.3845,-122.032
47.5815,-122.402
47.6609,-122.344
47.3163,-122.188
47.4309,-122.191
47.401,-122.026
47.404,-122.191
47.3889,-122.482
47.7718,-122.095
47.7067,-122.2
47.504,-122.227
47.7015,-122.164
47.5753,-121.95
47.7448,-122.333
47.7318,-121.982
47.5954,-121.95
47.6885,-122.337
47.5724,-122.179
47.5272,-122.169
47.4334,-122.161
47.6073,-122.308
47.3592,-122.046
47.4546,-122.337
47.6408,-122.219
47.7245,-122.2
47.4362,-122.178
47.3739,-122.156
47.7205,-122.127
47.6636,-122.33
47.4324,-122.197
47.7734,-122.224
47.559,-122.164
47.633,-122.041
47.6954,-122.103
47.6776,-122.318
47.504,-122.382
47.2613,-122.255
47.3417,-122.271
47.6694,-122.275
47.4056,-121.955
47.3838,-122.289
47.7487,-122.082
47.5534,-122.078
47.7355,-122.18
47.7206,-122.211
47.7691,-122.262
47.7183,-122.258
47.7736,-122.214
47.362,-122.029
47.5698,-122.121
47.5505,-122.221
47.7605,-122.234
47.7356,-122.157
47.3844,-122.438
47.4904,-122.226
47.3663,-122.089
47.5637,-122.123
47.3759,-122.125
47.3912,-122.167
47.3305,-122.371
47.7617,-122.357
47.6499,-121.909
47.7311,-122.353
47.3701,-122.107
47.4857,-122.318
47.3724,-122.042
47.4855,-122.266
47.6336,-122.064
47.717,-122.281
47.6332,-122.066
47.5906,-122.062
47.5461,-121.998
47.5674,-122.29
47.6943,-122.29
47.5486,-122.38
47.6658,-122.188
47.5772,-122.153
47.3875,-122.161
47.6344,-122.174
47.5275,-122.391
47.6179,-122.005
47.3078,-122.378
47.5521,-122.137
47.5158,-122.264
47.5985,-121.977
47.5645,-122.082
47.6734,-122.154
47.4734,-122.186
47.3811,-122.087
47.7081,-122.215
47.7193,-122.216
47.6192,-122.301
47.5836,-122.387
47.3841,-122.284
47.5872,-122.39
47.5322,-121.88
47.5416,-121.864
47.6799,-122.381
47.3672,-122.151
47.684,-122.205
47.4404,-122.191
47.4467,-122.281
47.6729,-122.363
47.5346,-122.385
47.6454,-122.373
47.6821,-122.196
47.7206,-122.11
47.4877,-122.139
47.6554,-122.018
47.7343,-122.347
47.5789,-122.393
47.7439,-122.339
47.3818,-122.225
47.6734,-122.173
47.6415,-122.285
47.4711,-122.084
47.452,-122.177
47.4973,-122.221
47.7546,-122.341
47.4667,-122.215
47.5186,-122.374
47.6221,-122.193
47.683,-122.039
47.6033,-121.943
47.7315,-122.305
47.6917,-122.084
47.3608,-122.056
47.2852,-122.19
47.5931,-122.071
47.4097,-122.316
47.3105,-122.021
47.4296,-122.161
47.7373,-122.197
47.6582,-122.345
47.3577,-122.16
47.449,-122.205
47.4169,-122.348
47.5025,-122.186
47.3644,-122.28
47.5896,-122.009
47.3914,-122.169
47.7197,-122.131
47.5623,-122.116
47.5213,-122.357
47.4518,-122.16
47.4949,-122.3
47.5885,-122.248
47.6452,-122.411
47.749,-122.305
47.4727,-122.198
47.7403,-122.256
47.5146,-122.117
47.5666,-122.231
47.4339,-122.291
47.6368,-122.097
47.3628,-122.075
47.52,-121.845
47.2953,-122.083
47.6935,-122.352
47.6239,-122.023
47.5846,-122.168
47.6969,-122.026
47.505,-122.259
47.667,-122.289
47.6376,-122.353
47.6929,-121.87
47.3572,-122.015
47.5816,-121.97
47.5502,-122.311
47.6136,-122.299
47.4478,-122.161
47.4219,-122.007
47.3521,-122.212
47.7466,-122.029
47.7727,-122.229
47.3062,-122.371
47.5422,-121.86
47.3366,-122.306
47.573,-122.409
47.7258,-122.177
47.4025,-122.176
47.476,-121.755
47.6045,-122.307
47.6366,-122.058
47.3725,-122.06
47.5897,-122.292
47.6277,-121.972
47.1803,-121.974
47.4489,-122.188
47.3665,-122.017
47.4964,-122.251
47.492,-122.317
47.5496,-122.373
47.5008,-121.776
47.2846,-122.341
47.5494,-122.216
47.7123,-122.027
47.3131,-122.115
47.3122,-121.996
47.6947,-122.125
47.5665,-122.018
47.425,-122.283
47.6634,-122.34
47.7047,-122.373
47.3666,-122.084
47.7466,-122.242
47.6972,-122.35
47.6372,-122.395
47.5694,-122.001
47.6214,-122.024
47.3961,-122.188
47.7162,-122.309
47.6844,-122.113
47.5737,-122.018
47.4474,-121.771
47.3128,-122.184
47.4022,-122.171
47.5671,-122.391
47.2876,-122.212
47.682,-122.372
47.7125,-122.331
47.496,-122.239
47.5876,-122.309
47.6821,-122.273
47.6581,-122.396
47.3496,-122.094
47.1951,-122.001
47.6539,-122.396
47.5375,-122.178
47.7605,-122.267
47.6663,-122.326
47.6978,-122.13
47.3221,-122.215
47.4488,-122.275
47.2681,-122.31
47.5821,-122.39
47.5395,-122.39
47.336,-122.269
47.7679,-122.261
47.5818,-122.402
47.5317,-121.853
47.3647,-122.05
47.5338,-122.384
47.6681,-122.305
47.4152,-122.3
47.5044,-122.35
47.4793,-122.346
47.7627,-122.076
47.5193,-122.274
47.555,-122.379
47.526,-121.826
47.655,-122.124
47.7022,-122.224
47.6718,-122.267
47.6327,-122.109
47.6245,-122.198
47.4761,-121.758
47.5221,-122.045
47.7522,-122.278
47.7145,-122.311
47.7404,-122.11
47.4834,-122.159
47.7049,-122.353
47.6915,-122.381
47.336,-122.319
47.6597,-122.274
47.6759,-122.286
47.6988,-122.319
47.5427,-122.181
47.6462,-122.318
47.4406,-122.146
47.705,-122.202
47.4965,-121.785
47.5024,-122.271
47.5304,-122.387
47.544,-121.872
47.291,-122.368
47.6932,-122.006
47.3558,-122.004
47.5536,-122.359
47.6942,-122.321
47.5462,-122.182
47.2918,-122.346
47.5441,-121.882
47.6982,-122.298
47.7415,-122.101
47.4862,-122.224
47.5553,-122.22
47.4406,-122.141
47.6997,-122.316
47.6726,-122.03
47.3702,-122.185
47.5896,-122.083
47.3923,-122.311
47.3664,-122.1
47.5894,-122.195
47.5708,-122.359
47.5156,-122.262
47.589,-122.177
47.6385,-122.37
47.4672,-122.291
47.3444,-122.327
47.731,-122.191
47.7646,-122.271
47.5015,-122.124
47.2413,-121.972
47.4206,-122.183
47.3575,-122.28
47.6285,-122.025
47.3437,-122.316
47.7573,-122.22
47.3745,-122.275
47.7359,-122.309
47.7142,-122.286
47.7142,-122.286
47.3131,-121.998
47.3668,-122.031
47.6893,-122.349
47.635,-122.164
47.6664,-122.131
47.4938,-122.255
47.4525,-122.162
47.3825,-122.319
47.5326,-122.376
47.4818,-122.161
47.7287,-122.077
47.4908,-122.225
47.4429,-121.759
47.7336,-121.965
47.7591,-122.28
47.3591,-122.201
47.4388,-122.162
47.7004,-122.368
47.5633,-122.131
47.6585,-122.273
47.3415,-122.272
47.3818,-122.2
47.695,-122.366
47.7479,-122.062
47.7422,-122.073
47.6921,-122.38
47.7533,-122.198
47.5793,-122.402
47.7767,-122.239
47.6988,-122.387
47.7121,-122.214
47.7447,-122.313
47.5671,-122.405
47.5646,-122.317
47.717,-122.02
47.6374,-122.279
47.3272,-122.355
47.5511,-122.157
47.5912,-122.384
47.5987,-122.178
47.5132,-122.262
47.6333,-121.97
47.5818,-122.387
47.7576,-121.934
47.3608,-122.043
47.4987,-122.166
47.6216,-122.056
47.6051,-122.195
47.363,-122.08
47.6777,-122.287
47.3384,-122.336
47.4598,-122.15
47.5089,-122.189
47.7751,-122.38
47.6797,-122.362
47.5771,-122.144
47.6188,-122.114
47.4802,-122.279
47.6101,-122.295
47.3314,-122.172
47.6196,-122.286
47.475,-122.11
47.7146,-122.217
47.7073,-122.356
47.6583,-122.351
47.6261,-122.125
47.3109,-122.376
47.6949,-122.371
47.4691,-121.993
47.3289,-122.327
47.5293,-122.363
47.6792,-122.115
47.6337,-122.044
47.5506,-122.134
47.492,-122.333
47.4781,-122.294
47.7041,-122.355
47.6304,-121.994
47.6815,-122.198
47.5341,-121.867
47.7354,-122.078
47.6518,-122.335
47.5619,-122.162
47.7148,-122.205
47.746,-122.218
47.5222,-122.375
47.5756,-122.01
47.3405,-122.058
47.5433,-122.185
47.6799,-122.034
47.39,-122.153
47.6329,-122.121
47.6124,-122.309
47.4802,-122.179
47.5839,-121.991
47.5602,-122.227
47.3077,-122.011
47.5707,-122.017
47.3839,-122.225
47.539,-122.188
47.2118,-121.983
47.2597,-122.228
47.393,-122.184
47.6347,-122.396
47.7493,-122.351
47.7493,-122.351
47.5282,-122.279
47.682,-122.348
47.4778,-122.286
47.6357,-122.123
47.5771,-122.05
47.6898,-122.327
47.4622,-122.127
47.3102,-122.381
47.6061,-122.117
47.294,-122.281
47.3272,-122.362
47.7176,-122.033
47.7176,-122.033
47.3748,-122.276
47.3337,-122.191
47.5033,-122.3
47.7321,-122.34
47.5719,-122.119
47.2477,-121.937
47.7027,-122.361
47.4723,-122.121
47.6645,-122.325
47.7738,-122.203
47.6618,-122.136
47.3085,-122.376
47.5691,-121.996
47.3841,-122.006
47.5446,-122.385
47.7557,-122.237
47.2635,-122.209
47.4829,-122.128
47.3898,-122.049
47.5152,-122.197
47.5081,-122.093
47.3729,-122.115
47.481,-122.323
47.6742,-122.284
47.6963,-122.169
47.5951,-122.307
47.2658,-122.219
47.3576,-122.039
47.4802,-122.188
47.5682,-122.005
47.5517,-122.276
47.3122,-122.191
47.5962,-122.288
47.6071,-122.137
47.6652,-122.188
47.6323,-122.036
47.5611,-122.106
47.6362,-122.322
47.404,-122.203
47.7356,-122.198
47.3586,-122.314
47.494,-122.307
47.7004,-122.305
47.5507,-122.381
47.2959,-122.191
47.6675,-122.289
47.6402,-122.37
47.6209,-122.222
47.6094,-122.291
47.6608,-122.333
47.7364,-122.193
47.7438,-122.172
47.6724,-122.013
47.6476,-122.318
47.3782,-122.127
47.5185,-122.352
47.526,-122.361
47.5922,-122.146
47.5368,-122.216
47.7637,-122.05
47.6916,-122.188
47.3592,-122.076
47.5627,-122.215
47.7418,-122.039
47.5134,-122.2
47.5492,-122.372
47.4614,-122.168
47.69,-122.304
47.3627,-122.037
47.3969,-122.198
47.5728,-122.304
47.5499,-122.391
47.3113,-122.207
47.639,-122.1
47.3315,-122.263
47.5353,-122.349
47.4315,-122.192
47.6733,-122.301
47.6655,-122.369
47.4095,-122.195
47.527,-122.356
47.4599,-122.172
47.3702,-122.317
47.6903,-121.915
47.4405,-122.28
47.5371,-122.218
47.5666,-122.375
47.6597,-122.204
47.4046,-122.186
47.5383,-122.268
47.7052,-122.343
47.4417,-122.09
47.5355,-122.283
47.7096,-122.199
47.3414,-122.047
47.3023,-122.069
47.6804,-122.358
47.6972,-122.4
47.3556,-122.026
47.7463,-122.315
47.3545,-122.158
47.5583,-121.852
47.6653,-122.372
47.5513,-122.273
47.5446,-122.382
47.7174,-122.282
47.6364,-122.3
47.4522,-122.355
47.3275,-122.361
47.6271,-122.197
47.4895,-121.787
47.5484,-122.119
47.5453,-122.278
47.7012,-122.286
47.663,-122.178
47.6617,-122.356
47.5878,-121.976
47.5784,-122.377
47.6606,-122.331
47.3622,-122.059
47.7612,-122.362
47.5491,-122.272
47.5711,-122.383
47.6273,-122.062
47.6233,-122.319
47.2105,-121.989
47.7649,-122.049
47.4999,-122.368
47.3461,-122.272
47.6471,-122.06
47.7283,-122.222
47.6495,-122.198
47.5724,-122.384
47.4061,-122.33
47.7289,-122.283
47.546,-122.011
47.5515,-122.08
47.6301,-122.019
47.3908,-122.173
47.3011,-122.369
47.3298,-122.297
47.5364,-122.173
47.4545,-122.208
47.5702,-122.128
47.5175,-121.878
47.6971,-122.372
47.7145,-122.361
47.6774,-122.324
47.1949,-122.01
47.5048,-122.301
47.5303,-122.378
47.5688,-122.017
47.5867,-122.174
47.6948,-122.328
47.7293,-122.284
47.3211,-122.325
47.5077,-122.344
47.3492,-122.03
47.2786,-122.25
47.6707,-122.328
47.3738,-122.057
47.3225,-122.273
47.6593,-122.327
47.4312,-122.171
47.327,-122.361
47.7191,-122.309
47.3204,-122.178
47.6807,-122.369
47.5346,-121.875
47.3017,-122.349
47.5599,-121.911
47.7008,-122.338
47.6802,-122.388
47.7571,-122.145
47.6042,-122.147
47.627,-122.114
47.6078,-122.291
47.5064,-122.265
47.6937,-122.127
47.7221,-122.317
47.4809,-122.3
47.3572,-122.191
47.7083,-122.073
47.3484,-122.033
47.6737,-122.156
47.7263,-122.205
47.5144,-122.379
47.4065,-122.18
47.5849,-122.302
47.7612,-122.332
47.3682,-122.179
47.6382,-122.399
47.6908,-122.397
47.5747,-122.283
47.7107,-122.031
47.267,-122.25
47.5468,-122.109
47.6327,-122.395
47.4997,-122.364
47.6969,-122.35
47.3559,-122.014
47.5985,-122.016
47.3098,-122.21
47.683,-122.114
47.6769,-122.36
47.452,-122.19
47.701,-122.172
47.6493,-121.956
47.7725,-122.198
47.4985,-122.092
47.5498,-122.188
47.6582,-122.278
47.6542,-122.385
47.5437,-122.388
47.6476,-122.184
47.5833,-122.028
47.6763,-122.37
47.323,-122.044
47.7168,-122.196
47.6416,-122.397
47.7259,-122.298
47.5197,-122.18
47.3643,-122.115
47.6849,-122.018
47.5271,-122.386
47.5254,-122.043
47.7635,-122.35
47.6347,-122.352
47.467,-122.215
47.5658,-122.292
47.3983,-122.31
47.597,-122.059
47.5415,-122.18
47.7071,-122.301
47.5634,-122.156
47.5262,-122.386
47.6231,-122.293
47.477,-122.292
47.5042,-122.265
47.5258,-122.378
47.6397,-122.388
47.7565,-122.339
47.3668,-122.31
47.502,-122.222
47.3356,-122.333
47.6163,-122.292
47.4458,-122.343
47.572,-122.29
47.572,-122.29
47.4973,-122.328
47.4497,-122.147
47.4702,-122.12
47.696,-122.102
47.6817,-122.035
47.5831,-122.191
47.5252,-122.382
47.7299,-122.192
47.687,-122.043
47.3006,-122.066
47.6261,-122.355
47.7218,-122.356
47.4965,-122.186
47.5306,-122.134
47.6051,-122.319
47.5462,-122.369
47.3274,-122.348
47.5859,-121.991
47.5953,-122.14
47.6699,-122.195
47.6544,-122.373
47.5352,-122.361
47.3603,-122.037
47.2626,-122.218
47.3347,-122.304
47.3866,-122.169
47.5747,-122.014
47.6054,-122.118
47.514,-122.316
47.6561,-122.332
47.7377,-121.974
47.7098,-122.291
47.5041,-122.186
47.3178,-122.174
47.5006,-122.336
47.5557,-122.027
47.5305,-122.131
47.6261,-122.296
47.5008,-122.162
47.5175,-122.36
47.524,-122.04
47.5014,-122.172
47.5014,-122.172
47.7274,-122.312
47.6191,-122.112
47.4945,-122.258
47.5283,-122.143
47.4733,-122.189
47.7555,-122.307
47.6856,-122.385
47.2093,-122
47.3496,-122.022
47.7408,-122.216
47.7,-122.292
47.5965,-122.311
47.5916,-122.146
47.5862,-122.029
47.4517,-122.082
47.498,-122.263
47.5703,-122.004
47.7402,-122.317
47.6372,-122.352
47.2638,-121.906
47.6868,-122.349
47.7407,-122.097
47.7165,-122.259
47.3291,-122.17
47.4856,-122.069
47.6846,-122.346
47.6703,-122.174
47.5105,-122.238
47.3919,-122.184
47.5412,-122.288
47.3737,-122.115
47.6849,-122.273
47.7152,-122.162
47.7208,-122.182
47.6767,-122.211
47.76,-122.34
47.7276,-122.181
47.3186,-122.373
47.4339,-122.512
47.4142,-122.179
47.6609,-122.324
47.634,-121.997
47.545,-122.015
47.5318,-121.85
47.6272,-122.209
47.6748,-122.385
47.7441,-122.173
47.5569,-122.273
47.4092,-122.33
47.7557,-122.368
47.5393,-121.998
47.552,-121.89
47.576,-121.976
47.5533,-122.391
47.5612,-122.152
47.7654,-122.352
47.4954,-122.164
47.4025,-122.463
47.7298,-122.34
47.4491,-122.12
47.5368,-122.267
47.4325,-122.291
47.4942,-122.304
47.6368,-122.37
47.6749,-122.323
47.7021,-122.287
47.533,-122.354
47.6503,-121.908
47.7458,-122.298
47.4599,-122
47.3755,-122.136
47.5497,-122.172
47.5554,-122.27
47.5554,-122.27
47.3335,-122.305
47.569,-122.086
47.6277,-122.345
47.5664,-122.389
47.6851,-122.209
47.7733,-122.318
47.679,-122.288
47.4394,-122.114
47.6584,-122.391
47.386,-122.036
47.7484,-122.291
47.7498,-122.184
47.532,-121.88
47.617,-122.282
47.2997,-122.269
47.6927,-121.913
47.3076,-122.396
47.7419,-122.181
47.683,-122.176
47.3557,-122.278
47.5529,-122.281
47.7757,-122.303
47.3434,-122.082
47.3947,-122.174
47.562,-122.279
47.3544,-122.013
47.7192,-122.176
47.5413,-122.299
47.351,-122.146
47.2898,-122.221
47.4413,-122.349
47.4413,-122.349
47.3766,-122.184
47.7629,-122.268
47.7553,-122.092
47.5559,-122.379
47.6085,-122.017
47.5102,-122.183
47.7694,-122.124
47.3099,-122.09
47.6781,-122.369
47.6492,-121.908
47.5872,-121.972
47.6189,-122.288
47.7073,-122.012
47.6859,-122.399
47.4528,-122.163
47.5074,-122.175
47.7338,-122.352
47.5196,-122.049
47.3077,-122.381
47.5629,-121.918
47.6914,-122.343
47.3661,-122.28
47.644,-122.353
47.3286,-122.208
47.7227,-122.098
47.4734,-122.365
47.5665,-122.023
47.5506,-122.269
47.3282,-122.198
47.6793,-122.033
47.5116,-122.163
47.6985,-122.34
47.3821,-122.207
47.6886,-122.361
47.5093,-122.153
47.4132,-122.328
47.6154,-122.21
47.3917,-122.084
47.7599,-122.343
47.5926,-122.295
47.7473,-122.257
47.7106,-122.023
47.6196,-122.292
47.5305,-121.854
47.514,-122.189
47.7502,-122.108
47.6178,-122.209
47.736,-122.199
47.5491,-122.386
47.4579,-122.09
47.4117,-122.333
47.4524,-122.146
47.4394,-122.14
47.3831,-122.185
47.4459,-122.124
47.4738,-122.263
47.3356,-122.502
47.6973,-122.389
47.3069,-122.148
47.5588,-122.392
47.5786,-122.236
47.5344,-122.381
47.6984,-122.201
47.3594,-122.076
47.6858,-122.286
47.7338,-122.332
47.3768,-122.117
47.7683,-122.359
47.5617,-121.859
47.7106,-122.03
47.7209,-122.372
47.7422,-121.981
47.3487,-122.304
47.6899,-122.321
47.2996,-122.342
47.361,-122.116
47.7752,-122.285
47.4551,-122.154
47.479,-122.129
47.5631,-122.21
47.6596,-121.96
47.6115,-122.124
47.3187,-122.182
47.6498,-122.321
47.743,-122.097
47.7085,-122.217
47.7571,-122.328
47.3737,-122.216
47.4306,-122.049
47.4784,-122.335
47.607,-122.305
47.6999,-122.305
47.6227,-122.31
47.4569,-122.02
47.6737,-122.169
47.3361,-122.353
47.7761,-122.285
47.4744,-122.213
47.6712,-122.409
47.6036,-122.014
47.5873,-122.29
47.6106,-122.31
47.541,-121.998
47.4627,-122.152
47.7321,-122.195
47.5531,-122.119
47.6853,-122.331
47.3191,-122.383
47.7053,-122.34
47.6384,-122.342
47.5904,-122.177
47.5968,-121.978
47.7356,-122.335
47.5529,-122.268
47.6106,-122.31
47.4674,-122.107
47.4815,-122.47
47.7011,-122.171
47.5315,-122.38
47.6948,-122.286
47.574,-122.013
47.6253,-122.027
47.7529,-122.306
47.6925,-122.388
47.648,-122.395
47.6393,-122.097
47.6386,-122.11
47.6468,-122.116
47.4627,-122.213
47.4487,-121.772
47.6795,-122.353
47.3668,-122.178
47.5744,-121.993
47.7197,-122.173
47.4979,-122.241
47.6491,-122.367
47.2624,-122.015
47.654,-122.342
47.4389,-122.351
47.7552,-122.327
47.407,-122.045
47.4851,-122.338
47.6976,-122.359
47.726,-122.296
47.5674,-122.017
47.375,-122.14
47.7728,-122.271
47.6925,-122.184
47.6839,-122.281
47.524,-122.2
47.5477,-122.141
47.415,-122.337
47.288,-122.283
47.2653,-121.91
47.6334,-122.021
47.6767,-122.286
47.5141,-122.377
47.6924,-122.322
47.7361,-122.234
47.4054,-122.03
47.5852,-121.966
47.5765,-122.147
47.7358,-122.076
47.72,-122.024
47.3631,-122.192
47.3277,-122.001
47.5232,-122.354
47.4871,-122.065
47.5897,-122.156
47.7746,-122.197
47.4908,-122.154
47.4032,-122.314
47.4391,-122.193
47.6872,-122.339
47.6621,-122.189
47.5471,-122.149
47.4949,-122.255
47.5816,-122.296
