Time,Longitude,Latitude,Altitude (m),"CO2, PPM",Humidity (%),Temperature (°C),Barometric Pressure (mBar)
2022-02-18 11:13:00-08:00,-75.28,40.01,119.787,431.7148027,39.39214492,6.961841822,999.5851442
2022-02-18 11:14:00-08:00,-75.28,40.01,119.787,432.6599466,39.25569202,7.031692166,999.6088626
2022-02-18 11:15:00-08:00,-75.28,40.01,119.787,433.8908705,39.50837361,6.985518109,999.661253
2022-02-18 11:16:00-08:00,-75.28,40.01,119.787,429.2902743,39.68588601,7.00886551,999.6493918
2022-02-18 11:17:00-08:00,-75.28,40.01,119.787,426.316167,39.53950205,6.977769575,999.6295398
2022-02-18 11:18:00-08:00,-75.28,40.01,119.787,419.2179031,39.25989425,7.112130523,999.6184242
2022-02-18 11:19:00-08:00,-75.28,40.01,119.787,420.7443808,39.28906041,7.057275864,999.7610992
2022-02-18 11:20:00-08:00,-75.28,40.01,119.787,421.4943504,39.28961074,6.908434391,999.7877111
2022-02-18 11:21:00-08:00,-75.28,40.01,119.787,423.9502416,39.25310972,6.870611406,999.8110245
2022-02-18 11:22:00-08:00,-75.28,40.01,119.787,426.8852697,39.04369982,6.976390992,999.7658976
2022-02-18 11:23:00-08:00,-75.28,40.01,119.787,421.5855312,38.91698515,6.958504081,999.8080948
2022-02-18 11:24:00-08:00,-75.28,40.01,119.787,420.1056656,38.96416547,6.950808279,999.8137512
2022-02-18 11:25:00-08:00,-75.28,40.01,119.787,421.776948,38.71663606,6.94373405,999.8655607
2022-02-18 11:26:00-08:00,-75.28,40.01,119.787,425.7979165,38.63948071,6.922812954,999.8507134
2022-02-18 11:27:00-08:00,-75.28,40.01,119.787,426.5034332,38.43035769,6.772581577,999.9127388
2022-02-18 11:28:00-08:00,-75.28,40.01,119.787,427.857984,38.48909353,6.716422081,999.8284677
2022-02-18 11:29:00-08:00,-75.28,40.01,119.787,425.1349878,38.18274546,6.876307726,999.8231611
2022-02-18 11:30:00-08:00,-75.28,40.01,119.787,424.1725799,38.18705737,6.838739364,999.8452635
2022-02-18 11:31:00-08:00,-75.28,40.01,119.787,420.3082039,38.33586539,6.846577706,999.8815575
2022-02-18 11:32:00-08:00,-75.28,40.01,119.787,423.1699038,38.49938023,6.722096443,999.8318883
2022-02-18 11:33:00-08:00,-75.28,40.01,119.787,420.824836,38.3560225,6.776288217,999.7474634
2022-02-18 11:34:00-08:00,-75.28,40.01,119.787,421.9147778,38.38112164,6.72885561,999.712299
2022-02-18 11:35:00-08:00,-75.28,40.01,119.787,426.4258137,38.61922221,6.834174771,999.7553112
2022-02-18 11:36:00-08:00,-75.28,40.01,119.787,431.9967651,38.57808673,6.885987409,999.8005644
2022-02-18 11:37:00-08:00,-75.28,40.01,119.787,426.8941212,38.55392253,6.969268799,999.8341006
2022-02-18 11:38:00-08:00,-75.28,40.01,119.787,423.1952382,38.66043243,6.988083204,999.8226134
2022-02-18 11:39:00-08:00,-75.28,40.01,119.787,431.0912428,38.73952234,6.766573787,999.9213168
2022-02-18 11:40:00-08:00,-75.28,40.01,119.787,425.2814164,38.93405336,6.731410273,999.9892367
2022-02-18 11:41:00-08:00,-75.28,40.01,119.787,426.86868,38.66363835,6.786601543,1000.108739
2022-02-18 11:42:00-08:00,-75.28,40.01,119.787,429.2234123,38.66349153,6.715560452,1000.163984
2022-02-18 11:43:00-08:00,-75.28,40.01,119.787,427.2177124,38.41771846,6.729773521,1000.212261
2022-02-18 11:44:00-08:00,-75.28,40.01,119.787,424.3586178,38.23091614,6.69697845,1000.238863
2022-02-18 11:45:00-08:00,-75.28,40.01,119.787,423.9102754,38.2180097,6.707291419,1000.261028
2022-02-18 11:46:00-08:00,-75.28,40.01,119.787,423.2033195,38.3472383,6.603849649,1000.267782
2022-02-18 11:47:00-08:00,-75.28,40.01,119.787,428.1492526,38.41914897,6.557580425,1000.308169
2022-02-18 11:48:00-08:00,-75.28,40.01,119.787,431.6367922,37.90465558,6.749300003,1000.307109
2022-02-18 11:49:00-08:00,-75.28,40.01,119.787,430.6573053,37.84039134,6.641565538,1000.381771
2022-02-18 11:50:00-08:00,-75.28,40.01,119.787,423.8587774,37.5219174,6.617103115,1000.335347
2022-02-18 11:51:00-08:00,-75.28,40.01,119.787,425.3521252,37.51996624,6.53734231,1000.298998
2022-02-18 11:52:00-08:00,-75.28,40.01,119.787,425.5989547,37.39561536,6.52407114,1000.392859
2022-02-18 11:53:00-08:00,-75.28,40.01,119.787,420.1260128,37.79142582,6.267555833,1000.252765
2022-02-18 11:54:00-08:00,-75.28,40.01,119.787,425.9306611,37.97512104,6.290460433,1000.270041
2022-02-18 11:55:00-08:00,-75.28,40.01,119.787,427.5272284,38.27647245,6.294592381,1000.26012
2022-02-18 11:56:00-08:00,-75.28,40.01,119.787,421.876392,38.3414602,6.292527999,1000.278171
2022-02-18 11:57:00-08:00,-75.28,40.01,119.787,421.9503231,37.87727356,6.260879993,1000.224441
2022-02-18 11:58:00-08:00,-75.28,40.01,119.787,430.3154523,37.72828514,6.287273315,1000.188862
2022-02-18 11:59:00-08:00,-75.28,40.01,119.787,428.7660001,37.6121948,6.290804986,1000.084508
2022-02-18 12:00:00-08:00,-75.28,40.01,119.787,421.5119553,37.74349833,6.199962854,1000.067741
2022-02-18 12:01:00-08:00,-75.28,40.01,119.787,410.0418435,37.80656839,6.010679337,1000.090466
2022-02-18 12:02:00-08:00,-75.28,40.01,119.787,415.1003044,37.69199888,6.086568063,1000.150518
2022-02-18 12:03:00-08:00,-75.28,40.01,119.787,420.7803545,37.43136203,6.113177299,1000.200477
2022-02-18 12:04:00-08:00,-75.28,40.01,119.787,425.2145366,37.22191521,6.086654571,1000.216308
2022-02-18 12:05:00-08:00,-75.28,40.01,119.787,420.5348711,37.16973293,6.0746243,1000.300868
2022-02-18 12:06:00-08:00,-75.28,40.01,119.787,424.5587345,37.41518722,5.949779295,1000.373719
2022-02-18 12:07:00-08:00,-75.28,40.01,119.787,422.8948335,37.12478293,5.977343805,1000.377666
2022-02-18 12:08:00-08:00,-75.28,40.01,119.787,421.5497092,36.85883922,5.920922956,1000.370196
2022-02-18 12:09:00-08:00,-75.28,40.01,119.787,426.9014006,36.80592203,6.015710354,1000.472582
2022-02-18 12:10:00-08:00,-75.28,40.01,119.787,430.5151741,36.89796189,5.994916024,1000.557782
2022-02-18 12:11:00-08:00,-75.28,40.01,119.787,427.9635807,36.97916695,5.956756623,1000.609498
2022-02-18 12:12:00-08:00,-75.28,40.01,119.787,427.0818558,36.77372658,5.890455961,1000.674696
2022-02-18 12:13:00-08:00,-75.28,40.01,119.787,428.8772544,36.86399091,5.977860635,1000.660696
2022-02-18 12:14:00-08:00,-75.28,40.01,119.787,418.569375,36.77143407,5.966310024,1000.631072
2022-02-18 12:15:00-08:00,-75.28,40.01,119.787,422.6543412,36.76713907,5.993537811,1000.669968
2022-02-18 12:16:00-08:00,-75.28,40.01,119.787,421.0798675,36.78058821,6.005511038,1000.71715
2022-02-18 12:17:00-08:00,-75.28,40.01,119.787,421.0710804,36.7756771,6.124125235,1000.756127
2022-02-18 12:18:00-08:00,-75.28,40.01,119.787,434.029799,36.86765619,6.110378005,1000.693443
2022-02-18 12:19:00-08:00,-75.28,40.01,119.787,423.9764416,36.92513275,6.056438666,1000.777408
2022-02-18 12:20:00-08:00,-75.28,40.01,119.787,426.4319684,36.89027823,5.957704021,1000.704244
2022-02-18 12:21:00-08:00,-75.28,40.01,119.787,426.7124214,37.22882307,5.842055321,1000.787743
2022-02-18 12:22:00-08:00,-75.28,40.01,119.787,426.9735639,37.29333299,5.720819689,1000.741781
2022-02-18 12:23:00-08:00,-75.28,40.01,119.787,425.0082053,37.46345409,5.544405322,1000.735196
2022-02-18 12:24:00-08:00,-75.28,40.01,119.787,420.021801,37.65432417,5.475052714,1000.746947
2022-02-18 12:25:00-08:00,-75.28,40.01,119.787,420.3363923,37.65262222,5.517874225,1000.648653
2022-02-18 12:26:00-08:00,-75.28,40.01,119.787,430.6103939,37.50597431,5.470153716,1000.730326
2022-02-18 12:27:00-08:00,-75.28,40.01,119.787,419.1394584,37.10191321,5.469723025,1000.69875
2022-02-18 12:28:00-08:00,-75.28,40.01,119.787,419.4857709,37.07628324,5.513309386,1000.671736
2022-02-18 12:29:00-08:00,-75.28,40.01,119.787,419.1363801,36.86543508,5.576880086,1000.74708
2022-02-18 12:30:00-08:00,-75.28,40.01,119.787,421.0496334,36.99067614,5.548625854,1000.823122
2022-02-18 12:31:00-08:00,-75.28,40.01,119.787,416.674655,37.11812735,5.517277122,1000.969508
2022-02-18 12:32:00-08:00,-75.28,40.01,119.787,416.4415067,37.18383112,5.435612248,1000.917895
2022-02-18 12:33:00-08:00,-75.28,40.01,119.787,411.2486631,37.01661965,5.482557635,1000.89066
2022-02-18 12:34:00-08:00,-75.28,40.01,119.787,414.6898006,36.89948039,5.402534762,1000.895574
2022-02-18 12:35:00-08:00,-75.28,40.01,119.787,412.1140373,36.94444533,5.516496135,1000.899084
2022-02-18 12:36:00-08:00,-75.28,40.01,119.787,412.5324001,36.59702778,5.720472813,1000.961385
2022-02-18 12:37:00-08:00,-75.28,40.01,119.787,415.8767721,36.45650164,5.69733537,1000.965894
2022-02-18 12:38:00-08:00,-75.28,40.01,119.787,414.3317213,36.4906162,5.598638892,1001.090493
2022-02-18 12:39:00-08:00,-75.28,40.01,119.787,413.8970288,36.33554975,5.663020257,1001.029096
2022-02-18 12:40:00-08:00,-75.28,40.01,119.787,424.9276264,36.22290875,5.705702782,1001.04625
2022-02-18 12:41:00-08:00,-75.28,40.01,119.787,423.9737482,36.06625521,5.817272067,1001.085479
2022-02-18 12:42:00-08:00,-75.28,40.01,119.787,421.4985716,36.08994441,5.704711699,1001.124237
2022-02-18 12:43:00-08:00,-75.28,40.01,119.787,418.3794174,36.2248168,5.621002793,1001.025764
2022-02-18 12:44:00-08:00,-75.28,40.01,119.787,420.8458537,36.13982527,5.604789765,1001.013032
2022-02-18 12:45:00-08:00,-75.28,40.01,119.787,420.7530695,36.40323085,5.532173311,1001.059193
2022-02-18 12:46:00-08:00,-75.28,40.01,119.787,419.4171934,36.51794016,5.355555177,1001.065055
2022-02-18 12:47:00-08:00,-75.28,40.01,119.787,418.5994401,36.6886038,5.306918636,1001.024046
2022-02-18 12:48:00-08:00,-75.28,40.01,119.787,417.4143324,37.11048353,5.175809145,1001.024004
2022-02-18 12:49:00-08:00,-75.28,40.01,119.787,419.0301898,37.06198009,5.359722291,1001.037441
2022-02-18 12:50:00-08:00,-75.28,40.01,119.787,423.8616571,36.86557031,5.365068197,1000.955864
2022-02-18 12:51:00-08:00,-75.28,40.01,119.787,433.562944,36.78489537,5.441038593,1000.933439
2022-02-18 12:52:00-08:00,-75.28,40.01,119.787,428.6660383,36.65707164,5.507882303,1000.939632
2022-02-18 12:53:00-08:00,-75.28,40.01,119.787,430.2021666,35.79409134,5.54406321,1000.911609
2022-02-18 12:54:00-08:00,-75.28,40.01,119.787,422.068133,35.11430667,5.541217835,1000.9221
2022-02-18 12:55:00-08:00,-75.28,40.01,119.787,423.2327408,35.15378054,5.400121781,1000.981595
2022-02-18 12:56:00-08:00,-75.28,40.01,119.787,418.1780195,34.87160349,5.253498793,1000.946812
2022-02-18 12:57:00-08:00,-75.28,40.01,119.787,418.3724552,34.5468024,5.400811749,1000.959627
2022-02-18 12:58:00-08:00,-75.28,40.01,119.787,416.7522621,34.47244906,5.436416626,1001.034446
2022-02-18 12:59:00-08:00,-75.28,40.01,119.787,417.3489508,34.38411811,5.464037649,1001.097839
2022-02-18 13:00:00-08:00,-75.28,40.01,119.787,420.0160446,34.29198968,5.476387739,1001.175646
2022-02-18 13:01:00-08:00,-75.28,40.01,119.787,418.8816548,34.15111271,5.479112102,1001.157018
2022-02-18 13:02:00-08:00,-75.28,40.01,119.787,420.7478165,34.26138515,5.556808995,1001.20646
2022-02-18 13:03:00-08:00,-75.28,40.01,119.787,420.3964128,34.27994466,5.638693929,1001.237064
2022-02-18 13:04:00-08:00,-75.28,40.01,119.787,420.3713901,34.44772253,5.66638039,1001.325304
2022-02-18 13:05:00-08:00,-75.28,40.01,119.787,422.8911085,34.66198707,5.725229263,1001.344412
2022-02-18 13:06:00-08:00,-75.28,40.01,119.787,425.755312,34.81209847,5.741407118,1001.389353
2022-02-18 13:07:00-08:00,-75.28,40.01,119.787,427.4949112,35.04149711,5.793154716,1001.448136
2022-02-18 13:08:00-08:00,-75.28,40.01,119.787,424.2523134,35.0675557,5.801100977,1001.464932
2022-02-18 13:09:00-08:00,-75.28,40.01,119.787,424.913589,35.27911598,5.770694148,1001.429605
2022-02-18 13:10:00-08:00,-75.28,40.01,119.787,423.5721006,35.23273373,5.844057083,1001.404417
2022-02-18 13:11:00-08:00,-75.28,40.01,119.787,423.6907231,35.34997362,5.78964458,1001.328861
2022-02-18 13:12:00-08:00,-75.28,40.01,119.787,429.2121181,35.81217229,5.658804536,1001.332962
2022-02-18 13:13:00-08:00,-75.28,40.01,119.787,423.5069285,35.58152525,5.674046947,1001.304305
2022-02-18 13:14:00-08:00,-75.28,40.01,119.787,419.919977,35.44676762,5.616418808,1001.291286
2022-02-18 13:15:00-08:00,-75.28,40.01,119.787,418.9122095,35.63549566,5.491909027,1001.222737
2022-02-18 13:16:00-08:00,-75.28,40.01,119.787,422.285803,35.62198479,5.494617001,1001.219505
2022-02-18 13:17:00-08:00,-75.28,40.01,119.787,419.361372,35.79831254,5.508682013,1001.179078
2022-02-18 13:18:00-08:00,-75.28,40.01,119.787,418.2830348,35.85008769,5.375141298,1001.224443
2022-02-18 13:19:00-08:00,-75.28,40.01,119.787,410.8248291,36.09533913,5.30528127,1001.239201
2022-02-18 13:20:00-08:00,-75.28,40.01,119.787,422.0571823,36.04410577,5.31650126,1001.236425
2022-02-18 13:21:00-08:00,-75.28,40.01,119.787,419.2923889,36.10537228,5.365924497,1001.226966
2022-02-18 13:22:00-08:00,-75.28,40.01,119.787,420.4200048,35.89058352,5.513354778,1001.248235
2022-02-18 13:23:00-08:00,-75.28,40.01,119.787,424.8745294,35.90843927,5.328454079,1001.339238
2022-02-18 13:24:00-08:00,-75.28,40.01,119.787,424.9744558,36.09518313,5.338031173,1001.319884
2022-02-18 13:25:00-08:00,-75.28,40.01,119.787,423.6233875,35.95715898,5.399346905,1001.36367
2022-02-18 13:26:00-08:00,-75.28,40.01,119.787,422.1704476,35.73902056,5.531398066,1001.352459
2022-02-18 13:27:00-08:00,-75.28,40.01,119.787,421.8495827,35.54921484,5.605481029,1001.406514
2022-02-18 13:28:00-08:00,-75.28,40.01,119.787,428.5626851,35.41451842,5.559049576,1001.369821
2022-02-18 13:29:00-08:00,-75.28,40.01,119.787,425.2548637,35.72328329,5.46011591,1001.372679
2022-02-18 13:30:00-08:00,-75.28,40.01,119.787,420.6057385,35.48605494,5.523214925,1001.376156
2022-02-18 13:31:00-08:00,-75.28,40.01,119.787,416.5900515,35.74381515,5.472996281,1001.383149
2022-02-18 13:32:00-08:00,-75.28,40.01,119.787,416.7469654,35.87885451,5.491074204,1001.409599
2022-02-18 13:33:00-08:00,-75.28,40.01,119.787,422.6617993,35.95715837,5.306142899,1001.391256
2022-02-18 13:34:00-08:00,-75.28,40.01,119.787,424.552515,35.9447149,5.288629532,1001.400311
2022-02-18 13:35:00-08:00,-75.28,40.01,119.787,419.756134,35.92628356,5.40442919,1001.544185
2022-02-18 13:36:00-08:00,-75.28,40.01,119.787,418.4276237,35.6181494,5.288546085,1001.461745
2022-02-18 13:37:00-08:00,-75.28,40.01,119.787,421.9345231,35.70865865,5.294169795,1001.44846
2022-02-18 13:38:00-08:00,-75.28,40.01,119.787,422.8891198,35.37105216,5.298735372,1001.530924
2022-02-18 13:39:00-08:00,-75.28,40.01,119.787,430.3754063,35.5203892,5.242316723,1001.496699
2022-02-18 13:40:00-08:00,-75.28,40.01,119.787,426.6642663,35.50634999,5.300199478,1001.532361
2022-02-18 13:41:00-08:00,-75.28,40.01,119.787,420.2848339,35.24618495,5.409462929,1001.557763
2022-02-18 13:42:00-08:00,-75.28,40.01,119.787,420.0044123,35.10162095,5.475580431,1001.611764
2022-02-18 13:43:00-08:00,-75.28,40.01,119.787,422.1976958,34.97749181,5.543199139,1001.611293
2022-02-18 13:44:00-08:00,-75.28,40.01,119.787,425.1962566,34.86150956,5.558499336,1001.674975
2022-02-18 13:45:00-08:00,-75.28,40.01,119.787,429.1299921,35.08265957,5.563872214,1001.698297
2022-02-18 13:46:00-08:00,-75.28,40.01,119.787,434.4976959,35.28524971,5.479058266,1001.743652
2022-02-18 13:47:00-08:00,-75.28,40.01,119.787,430.8771717,35.37120142,5.456371584,1001.725094
2022-02-18 13:48:00-08:00,-75.28,40.01,119.787,430.9726474,35.08141278,5.497890257,1001.778219
2022-02-18 13:49:00-08:00,-75.28,40.01,119.787,429.7106676,34.66929507,5.48373127,1001.763007
2022-02-18 13:50:00-08:00,-75.28,40.01,119.787,426.604254,34.70952754,5.473426973,1001.831298
2022-02-18 13:51:00-08:00,-75.28,40.01,119.787,433.9004211,34.58438683,5.415804982,1001.882642
2022-02-18 13:52:00-08:00,-75.28,40.01,119.787,423.1751975,34.59741211,5.395212143,1001.805512
2022-02-18 13:53:00-08:00,-75.28,40.01,119.787,424.6911249,34.41400969,5.513271332,1001.783187
2022-02-18 13:54:00-08:00,-75.28,40.01,119.787,424.2812963,34.40395515,5.569730728,1001.766766
2022-02-18 13:55:00-08:00,-75.28,40.01,119.787,425.932438,34.23530972,5.488759595,1001.769236
2022-02-18 13:56:00-08:00,-75.28,40.01,119.787,421.9500303,34.66329014,5.368323088,1001.721804
2022-02-18 13:57:00-08:00,-75.28,40.01,119.787,424.6895801,34.93262728,5.251013633,1001.714439
2022-02-18 13:58:00-08:00,-75.28,40.01,119.787,427.0997248,35.22571528,5.114139915,1001.73444
2022-02-18 13:59:00-08:00,-75.28,40.01,119.787,425.6868778,35.23808916,5.139635671,1001.728672
2022-02-18 14:00:00-08:00,-75.28,40.01,119.787,425.4397101,34.93286723,5.240160573,1001.69381
2022-02-18 14:01:00-08:00,-75.28,40.01,119.787,420.2218075,34.79579484,5.253164768,1001.70203
2022-02-18 14:02:00-08:00,-75.28,40.01,119.787,421.9973322,34.58116088,5.332846272,1001.708616
2022-02-18 14:03:00-08:00,-75.28,40.01,119.787,423.8522987,34.80721343,5.281703711,1001.701473
2022-02-18 14:04:00-08:00,-75.28,40.01,119.787,425.0751402,34.57230832,5.318977264,1001.741251
2022-02-18 14:05:00-08:00,-75.28,40.01,119.787,421.0507635,34.78064777,5.171076775,1001.822434
2022-02-18 14:06:00-08:00,-75.28,40.01,119.787,415.2375774,34.80123889,4.947495699,1001.877524
2022-02-18 14:07:00-08:00,-75.28,40.01,119.787,419.2741187,34.70531747,4.956416868,1001.840103
2022-02-18 14:08:00-08:00,-75.28,40.01,119.787,421.5813198,34.63034761,5.001235962,1001.850583
2022-02-18 14:09:00-08:00,-75.28,40.01,119.787,416.8578806,34.46171939,5.114999125,1001.843477
2022-02-18 14:10:00-08:00,-75.28,40.01,119.787,416.4147701,34.48552287,5.104627371,1001.925146
2022-02-18 14:11:00-08:00,-75.28,40.01,119.787,418.1297726,34.36075284,5.180552729,1001.951528
2022-02-18 14:12:00-08:00,-75.28,40.01,119.787,422.1016334,34.33527571,5.173488525,1001.995978
2022-02-18 14:13:00-08:00,-75.28,40.01,119.787,422.2695694,34.21354258,5.148604274,1002.032304
2022-02-18 14:14:00-08:00,-75.28,40.01,119.787,422.9081775,34.32182829,5.1597059,1002.056178
2022-02-18 14:15:00-08:00,-75.28,40.01,119.787,425.7406518,33.79887033,5.136361553,1002.122476
2022-02-18 14:16:00-08:00,-75.28,40.01,119.787,424.5359364,33.93938804,5.073417306,1002.121616
2022-02-18 14:17:00-08:00,-75.28,40.01,119.787,422.6721965,33.96061045,4.996373812,1002.130595
2022-02-18 14:18:00-08:00,-75.28,40.01,119.787,421.4538994,33.84959424,5.049885273,1002.125371
2022-02-18 14:19:00-08:00,-75.28,40.01,119.787,421.4760969,33.8392409,5.032649779,1002.187093
2022-02-18 14:20:00-08:00,-75.28,40.01,119.787,422.9502878,33.95722127,5.030108809,1002.196265
2022-02-18 14:21:00-08:00,-75.28,40.01,119.787,427.0309744,33.92160711,5.080887241,1002.211103
2022-02-18 14:22:00-08:00,-75.28,40.01,119.787,427.3172598,33.94745894,5.129298948,1002.227185
2022-02-18 14:23:00-08:00,-75.28,40.01,119.787,424.2310839,33.98474419,5.121149898,1002.212443
2022-02-18 14:24:00-08:00,-75.28,40.01,119.787,421.3792033,33.9333917,5.094463539,1002.241099
2022-02-18 14:25:00-08:00,-75.28,40.01,119.787,419.5396376,33.88705027,5.102791429,1002.282857
2022-02-18 14:26:00-08:00,-75.28,40.01,119.787,418.8659373,34.25152428,4.87975179,1002.266512
2022-02-18 14:27:00-08:00,-75.28,40.01,119.787,421.6600752,33.86737669,4.951167822,1002.277833
2022-02-18 14:28:00-08:00,-75.28,40.01,119.787,416.1501317,33.64052828,4.94297929,1002.297363
2022-02-18 14:29:00-08:00,-75.28,40.01,119.787,421.7947437,33.94155552,4.816180229,1002.286981
2022-02-18 14:30:00-08:00,-75.28,40.01,119.787,424.717968,33.8467685,4.91378355,1002.305659
2022-02-18 14:31:00-08:00,-75.28,40.01,119.787,424.2360072,34.01510472,4.898789344,1002.327859
2022-02-18 14:32:00-08:00,-75.28,40.01,119.787,421.0027436,33.97042736,4.783361527,1002.378953
2022-02-18 14:33:00-08:00,-75.28,40.01,119.787,416.3593655,33.94460392,4.722854495,1002.356945
2022-02-18 14:34:00-08:00,-75.28,40.01,119.787,418.5657201,34.15316268,4.745632818,1002.387208
2022-02-18 14:35:00-08:00,-75.28,40.01,119.787,424.8300085,34.16801405,4.71484375,1002.410007
2022-02-18 14:36:00-08:00,-75.28,40.01,119.787,425.0462597,34.25486878,4.756658523,1002.447342
2022-02-18 14:37:00-08:00,-75.28,40.01,119.787,423.1235476,34.35132444,4.671867609,1002.512799
2022-02-18 14:38:00-08:00,-75.28,40.01,119.787,421.5572057,34.61603263,4.565600026,1002.572922
2022-02-18 14:39:00-08:00,-75.28,40.01,119.787,421.4502593,34.44619997,4.617887712,1002.565693
